Id,Probability
0,0.0
1,0.0232158139623
2,0.0056454026036
3,0.0126167697893
4,0.00651374811701
5,0.0
6,0.0429812651412
7,0.0306365815501
8,0.00621083349767
9,0.0233920517925
10,0.0804917497762
11,0.0106721259527
12,0.0113257130671
13,0.0
14,0.0113405405249
15,0.0
16,0.00571474459738
17,0.012949468456
18,0.00559882927676
100,0.0
101,0.0232158139623
102,0.0056454026036
103,0.0126167697893
104,0.00651374811701
105,0.0
106,0.0429812651412
107,0.0306365815501
108,0.00621083349767
109,0.0233920517925
110,0.0804917497762
111,0.0106721259527
112,0.0113257130671
113,0.0
114,0.0113405405249
115,0.0
116,0.00571474459738
117,0.012949468456
118,0.00559882927676
400,0.02
401,0.03
402,0.150250244379
403,0.0
404,0.09
405,0.01
406,0.04
407,0.0504166666667
408,0.61
409,0.05
410,0.39
411,0.210687830688
412,0.0
413,0.0
414,0.09
415,0.02
416,0.01
417,0.1
418,0.0100568181818
600,0.0
601,0.0232158139623
602,0.0056454026036
603,0.0126167697893
604,0.00651374811701
605,0.0
606,0.0429812651412
607,0.0306365815501
608,0.00621083349767
609,0.0233920517925
610,0.0804917497762
611,0.0106721259527
612,0.0113257130671
613,0.0
614,0.0113405405249
615,0.0
616,0.00571474459738
617,0.012949468456
618,0.00559882927676
700,0.0
701,0.0232158139623
702,0.0056454026036
703,0.0126167697893
704,0.00651374811701
705,0.0
706,0.0429812651412
707,0.0306365815501
708,0.00621083349767
709,0.0233920517925
710,0.0804917497762
711,0.0106721259527
712,0.0113257130671
713,0.0
714,0.0113405405249
715,0.0
716,0.00571474459738
717,0.012949468456
718,0.00559882927676
1000,0.0
1001,0.0232158139623
1002,0.0056454026036
1003,0.0126167697893
1004,0.00651374811701
1005,0.0
1006,0.0429812651412
1007,0.0306365815501
1008,0.00621083349767
1009,0.0233920517925
1010,0.0804917497762
1011,0.0106721259527
1012,0.0113257130671
1013,0.0
1014,0.0113405405249
1015,0.0
1016,0.00571474459738
1017,0.012949468456
1018,0.00559882927676
1200,0.22
1201,0.0109414358725
1202,0.16
1203,0.0101910828025
1204,0.040181236277
1205,0.0
1206,0.0313758723829
1207,0.0529833698517
1208,0.0601890822785
1209,0.0402294401239
1210,0.0910303030303
1211,0.0305309367243
1212,0.000130993150685
1213,0.0
1214,0.000201342281879
1215,0.02
1216,0.000174526678141
1217,0.000703376140723
1218,0.0303738192092
