Id,Probability
0,5.31914893617e-05
1,0.0198099141151
2,0.00596617889949
3,0.011246750917
4,0.00655281539666
5,0.0
6,0.0336169441409
7,0.0257538524532
8,0.0253143068799
9,0.0179112040924
10,0.105140497102
11,0.0100206284498
12,0.0105235286377
13,0.0
14,0.0130671775171
15,0.000117647058824
16,0.00459211688557
17,0.0102025950589
18,0.00659693752583
100,5.31914893617e-05
101,0.0198099141151
102,0.00596617889949
103,0.011246750917
104,0.00655281539666
105,0.0
106,0.0336169441409
107,0.0257538524532
108,0.0253143068799
109,0.0179112040924
110,0.105140497102
111,0.0100206284498
112,0.0105235286377
113,0.0
114,0.0130671775171
115,0.000117647058824
116,0.00459211688557
117,0.0102025950589
118,0.00659693752583
400,0.0
401,0.662601102319
402,0.011717226963
403,0.00454813587687
404,0.00530425526231
405,0.0
406,0.0305072485208
407,0.0307826523497
408,0.0228565749003
409,0.00976290815524
410,0.449515086721
411,0.68141052303
412,0.112987676875
413,0.0333333333333
414,0.0183083390529
415,0.000117647058824
416,0.0219920910454
417,0.00438272063668
418,0.00281366208691
600,5.31914893617e-05
601,0.0198099141151
602,0.00596617889949
603,0.011246750917
604,0.00655281539666
605,0.0
606,0.0336169441409
607,0.0257538524532
608,0.0253143068799
609,0.0179112040924
610,0.105140497102
611,0.0100206284498
612,0.0105235286377
613,0.0
614,0.0130671775171
615,0.000117647058824
616,0.00459211688557
617,0.0102025950589
618,0.00659693752583
700,5.31914893617e-05
701,0.0198099141151
702,0.00596617889949
703,0.011246750917
704,0.00655281539666
705,0.0
706,0.0336169441409
707,0.0257538524532
708,0.0253143068799
709,0.0179112040924
710,0.105140497102
711,0.0100206284498
712,0.0105235286377
713,0.0
714,0.0130671775171
715,0.000117647058824
716,0.00459211688557
717,0.0102025950589
718,0.00659693752583
1000,5.31914893617e-05
1001,0.0198099141151
1002,0.00596617889949
1003,0.011246750917
1004,0.00655281539666
1005,0.0
1006,0.0336169441409
1007,0.0257538524532
1008,0.0253143068799
1009,0.0179112040924
1010,0.105140497102
1011,0.0100206284498
1012,0.0105235286377
1013,0.0
1014,0.0130671775171
1015,0.000117647058824
1016,0.00459211688557
1017,0.0102025950589
1018,0.00659693752583
1200,0.0166666666667
1201,0.142312708027
1202,0.590936333342
1203,0.000880973615472
1204,0.244639309976
1205,0.00333333333333
1206,0.0502883710824
1207,0.0862324023166
1208,0.0753889769568
1209,0.00513518517978
1210,0.246066684251
1211,0.202800381281
1212,0.082465376406
1213,0.01
1214,0.0376190740121
1215,0.06
1216,0.00273770132676
1217,0.00783734312954
1218,0.0417090193247
1700,5.31914893617e-05
1701,0.0198099141151
1702,0.00596617889949
1703,0.011246750917
1704,0.00655281539666
1705,0.0
1706,0.0336169441409
1707,0.0257538524532
1708,0.0253143068799
1709,0.0179112040924
1710,0.105140497102
1711,0.0100206284498
1712,0.0105235286377
1713,0.0
1714,0.0130671775171
1715,0.000117647058824
1716,0.00459211688557
1717,0.0102025950589
1718,0.00659693752583
2200,5.31914893617e-05
2201,0.0198099141151
2202,0.00596617889949
2203,0.011246750917
2204,0.00655281539666
2205,0.0
2206,0.0336169441409
2207,0.0257538524532
2208,0.0253143068799
2209,0.0179112040924
2210,0.105140497102
2211,0.0100206284498
2212,0.0105235286377
2213,0.0
2214,0.0130671775171
2215,0.000117647058824
2216,0.00459211688557
2217,0.0102025950589
2218,0.00659693752583
2700,0.0033865248227
2701,0.05601500387
2702,0.00482728020036
2703,0.00851770250255
2704,0.00651464745773
2705,0.00666666666667
2706,0.146397466725
2707,0.286489816107
2708,0.0250212665868
2709,0.312625343573
2710,0.119622123247
2711,0.00837221359041
2712,0.0292243984991
2713,0.0
2714,0.0388864828549
2715,0.000117647058824
2716,0.00459211688557
2717,0.00822790056123
2718,0.423245617833
2800,0.0
2801,0.125658349946
2802,0.0126834733668
2803,0.00427437762873
2804,0.0256789719942
2805,0.186666666667
2806,0.0848589464419
2807,0.142925775078
2808,0.0253143068799
2809,0.366409474454
2810,0.335640561989
2811,0.0446654586095
2812,0.035686782874
2813,0.00333333333333
2814,0.0263003101397
2815,0.04
2816,0.00402995788687
2817,0.0166771623953
2818,0.0245599091353
2900,5.31914893617e-05
2901,0.0198099141151
2902,0.00596617889949
2903,0.011246750917
2904,0.00655281539666
2905,0.0
2906,0.0336169441409
2907,0.0257538524532
2908,0.0253143068799
2909,0.0179112040924
2910,0.105140497102
2911,0.0100206284498
2912,0.0105235286377
2913,0.0
2914,0.0130671775171
2915,0.000117647058824
2916,0.00459211688557
2917,0.0102025950589
2918,0.00659693752583
3000,5.31914893617e-05
3001,0.0962827559163
3002,0.00528935177517
3003,0.00949017539595
3004,0.0160677809302
3005,0.0
3006,0.03332603505
3007,0.0244649773512
3008,0.0441048144877
3009,0.0163945928877
3010,0.182672265806
3011,0.129362436485
3012,0.296816936459
3013,0.0
3014,0.0129687242437
3015,0.000117647058824
3016,0.00451459750573
3017,0.00842168389302
3018,0.263496943002
3100,0.0700531914894
